work_order, service_code
353588, 'PFI10'
328884, 'PFI10'
360624, 'PFI10'
345498, 'SFS30'
362027, 'PFI10'
339023, 'PFI10'
365006, 'SFS30'
344976, 'SFS30'
315287, 'PFI10'
335157, 'PFI10'
367177, 'PFI10'
326881, 'PFI10'
327221, 'SFS30'
331442, 'PFI10'
365013, 'SFS30'
322358, 'PFI10'
316957, 'SFS30'
360619, 'SFS30'
335156, 'PFI10'
344977, 'PFI10'
328891, 'PFI10'
333269, 'PFI10'
322364, 'PFI10'
339036, 'PFI10'
343942, 'PFI10'
332605, 'PFI10'
357089, 'SFS30'
319480, 'SFS30'
348142, 'PFI10'
336488, 'SFS30'
353204, 'PFI10'
325392, 'PFI10'
343017, 'PFI10'
348630, 'PFI10'
315245, 'PFI10'
353210, 'PFI10'
348156, 'PFI10'
346153, 'SFS30'
340244, 'SFS30'
352640, 'PFI10'
340250, 'SFS30'
346147, 'PFI10'
315279, 'SFS30'
335426, 'PFI10'
361077, 'PFI10'
338664, 'PFI10'
325153, 'PFI10'
327036, 'SFS30'
332375, 'PFI10'
336675, 'PFI10'
324503, 'SFS30'
354769, 'PFI10'
341416, 'PFI10'
353012, 'PFI10'
339591, 'PFI10'
340734, 'SFS30'
355339, 'SFS30'
348591, 'SFS30'
335220, 'PFI10'
340867, 'SFS30'
338704, 'PFI10'
366678, 'SFS30'
338062, 'SFS30'
366650, 'PFI10'
322774, 'SFS30'
350484, 'PFI10'
330364, 'PFI10'
336715, 'PFI10'
337386, 'SFS30'
358999, 'PFI10'
343407, 'PFI10'
334857, 'PFI10'
343413, 'PFI10'
335585, 'PFI10'
355271, 'PFI10'
337392, 'SFS30'
333876, 'PFI10'
347891, 'PFI10'
316360, 'PFI10'
329190, 'PFI10'
337147, 'SWM30'
316823, 'SFS30'
366334, 'PFI10'
326076, 'SFS30'
322589, 'PFI10'
326089, 'PFI10'
347477, 'PFI10'
327383, 'PFI10'
342269, 'PFI10'
340330, 'SFS30'
339195, 'PFI10'
352734, 'PFI10'
314775, 'SWM30'
348778, 'PFI11'
337812, 'PFI10'
357128, 'PFI10'
352050, 'PFI10'
337810, 'PFI10'
310511, 'SFS30'
344140, 'PFI10'
336298, 'SFS30'
344168, 'PFI10'
332798, 'SFS30'
304558, 'PFI10'
321928, 'SFS30'
326074, 'SFS30'
342280, 'PFI10'
344829, 'PFI10'
336515, 'PFI10'
353399, 'PFI10'
334302, 'SFS30'
368469, 'SFS30'
363514, 'SFS30'
316835, 'SFS30'
344801, 'SWM30'
333451, 'PFI10'
330158, 'PFI10'
359688, 'PFI10'
334458, 'PFI10'
344430, 'PFI10'
333860, 'PFI10'
341548, 'SFS30'
343439, 'PFI10'
348578, 'PFI10'
347893, 'PFI10'
361854, 'PFI10'
333874, 'PFI10'
347105, 'PFI10'
337384, 'SFS30'
337390, 'SFS30'
313226, 'SFS30'
353602, 'PFI10'
343411, 'PFI10'
334841, 'PFI10'
330399, 'PFI10'
345935, 'SFS30'
364723, 'SFS30'
349869, 'PFI10'
356949, 'PFI11'
358970, 'PFI10'
330366, 'PFI10'
327154, 'PFI10'
348593, 'SFS30'
363702, 'SFS30'
361115, 'PFI10'
368131, 'PFI11'
365415, 'SFS30'
345128, 'PFI10'
346347, 'SFS30'
336878, 'SFS30'
315079, 'SFS30'
354743, 'PFI10'
353004, 'PFI10'
335381, 'PFI10'
325838, 'SFS30'
345114, 'PFI10'
322831, 'SFS30'
341414, 'PFI10'
337569, 'SFS30'
329757, 'PFI10'
317861, 'SFS30'
339236, 'PFI10'
366732, 'PFI10'
324501, 'SFS30'
362554, 'SFS30'
354780, 'SFS30'
334074, 'PFI10'
335342, 'PFI10'
337555, 'PFI10'
367362, 'SWM30'
348381, 'PFI10'
367410, 'SFS30'
338672, 'PFI10'
340246, 'SFS30'
346637, 'PFI10'
349262, 'PFI10'
339949, 'PFI10'
340534, 'SFS30'
350069, 'PFI10'
343015, 'PFI10'
339961, 'PFI10'
360800, 'PFI10'
348632, 'PFI10'
347501, 'PFI10'
334262, 'SFS30'
328887, 'PFI10'
362030, 'PFI10'
343940, 'PFI10'
365039, 'SFS30'
336307, 'PFI10'
365011, 'SFS30'
331440, 'PFI10'
360169, 'SFS30'
344961, 'PFI10'
344975, 'SFS30'
316955, 'PFI10'
365005, 'SFS30'
338471, 'PFI10'
315285, 'PFI10'
344974, 'SFS30'
368534, 'SFS30'
335141, 'PFI10'
344960, 'PFI10'
326883, 'SFS30'
344790, 'PFI10'
332606, 'PFI10'
316968, 'SFS30'
328886, 'PFI10'
336306, 'PFI10'
340284, 'PFI10'
348155, 'SFS30'
360801, 'SFS30'
347514, 'SFS30'
348141, 'PFI10'
339960, 'PFI10'
353207, 'PFI10'
343014, 'PFI10'
325391, 'PFI10'
352657, 'PFI10'
346636, 'SFS30'
358408, 'PFI10'
340247, 'SFS30'
339784, 'PFI10'
314399, 'PFI10'
315087, 'SFS30'
339579, 'PFI10'
362555, 'SFS30'
339237, 'PFI10'
334075, 'PFI10'
317860, 'SFS30'
332376, 'PFI10'
341415, 'PFI10'
335380, 'PFI10'
336689, 'PFI10'
348425, 'PFI10'
355312, 'PFI10'
352333, 'PFI10'
336879, 'PFI10'
354756, 'PFI10'
327141, 'PFI10'
338061, 'SFS30'
335223, 'PFI10'
338707, 'PFI10'
315859, 'SFS30'
361100, 'SFS30'
330401, 'PFI10'
329144, 'PFI10'
343410, 'PFI10'
337391, 'SFS30'
333849, 'PFI10'
347104, 'PFI10'
329805, 'SFS30'
320821, 'SFS30'
347892, 'PFI10'
356747, 'PFI10'
366684, 'SFS30'
348579, 'PFI10'
333875, 'PFI10'
342726, 'PFI10'
333450, 'PFI10'
363501, 'SFS30'
334459, 'PFI10'
363515, 'SFS30'
334303, 'SFS30'
368468, 'SFS30'
325568, 'SFS30'
326075, 'SFS30'
344828, 'PFI10'
342281, 'PFI10'
333478, 'SFS30'
332766, 'PFI10'
331284, 'PFI10'
342518, 'PFI10'
344169, 'PFI10'
347460, 'PFI10'
341011, 'PFI10'
332799, 'SFS30'
314776, 'SWM30'
348009, 'PFI10'
